titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Juste sous vos yeux,21/09/2022,,85,Hong Sang-Soo, Capricci Films ,"Hye-Young Lee,Hae-hyo Kwon,Yunhee Cho",Dangsin-eolgul-apeseo,,Coréen,Long-métrage,2021,-,"4,1","3,3",16 articles de presse,,"Sangok, une actrice disparue des écrans depuis des années, rencontre un célèbre réalisateur qui lui propose de jouer dans son prochain film. Malgré son désir de revenir sur le devant de la scène, le grave secret qu’elle renferme la rend hésitante…"
I Comete,20/04/2022,,127,Pascal Tagnati, New Story ,"Jean-Christophe Folly,Pascal Tagnati,Cédric Appietto",,,Français,Long-métrage,2021,-,"4,0","2,3",12 articles de presse,,
D'Artagnan et les trois Mousquetaires,25/08/2021,"Famille,Aventure",88,Toni García, Star Invest Films France ,"Jim Redler,Tomás Ayuso,Karina Matas Piper",D'Artacán y los tres mosqueperros,,Espagnol,Long-métrage,2021,-,"2,0","2,5",11 Critiques Spectateurs,,"Le jeune D’Artagnan quitte sa Gascogne natale pour se rendre à Paris avec pour ambition de devenir Mousquetaire du Roi. À peine arrivé, il tombe sous le charme de la douce Constance, la dame de confiance de la Reine… Intrépide et ne refusant aucun combat, il se rend vite indispensable auprès des trois mousquetaires, Athos, Porthos et Aramis qui l’intègrent dans la célèbre garde du Roi. Ensemble ils vont devoir déjouer un complot imaginé par le Cardinal de Richelieu et retrouver le collier de la Reine !"
Et doucement rallumer les étoiles,29/03/2023,,90,Thierry Petit, France 2 ,"Cassiopée Mayance,David Mora,Elodie Frenck",,,Français,Télefilm,2021,-,"3,4",,14 Critiques Spectateurs,,"Une famille ordinaire, heureuse, qui vit dans une petite station balnéaire au bord de la Méditerranée. Laure et Vincent sont amoureux comme au premier jour. Aujourd'hui leurs filles jumelles, Camille et Marie, ont 15 ans. Elles se ressemblent comme deux gouttes d'eau, pourtant Marie cache depuis longtemps à tous, un profond mal-être contre lequel elle n'arrive plus à lutter. Le jour de ses 15 ans, elle se jette d'une falaise. La famille plonge dans un cauchemar, rongée par le chagrin, la culpabilité et le manque. La cellule familiale explose, chacun s'enferme avec ses questions, sa solitude, son impuissance. Chaque membre de la famille vit le deuil à sa manière, avec sa façon de panser ses plaies. Mais si le drame révèle les fissures anciennes de la famille et la met en danger, il apporte aussi les moyens de réparer les blessures, petit à petit. Peu à peu, chacun remonte à la surface, obligé de se reconstruire avec l'absence de Marie, de survivre avec ses propres armes, de rallumer une à une les étoiles."
Un papa hors pair,,Comédie,109,Paul Weitz,,"Kevin Hart,DeWanda Wise,Lil Rel Howery",Fatherhood,,Anglais,Long-métrage,2021,-,"3,6",,42 Critiques Spectateurs,,"Après le décès de sa femme, un nouveau père prend les rênes du métier le plus difficile au monde : celui de parent. Inspiré d'une histoire vraie."
La Colonie,,Drame,104,Tim Fehlbaum, Metropolitan FilmExport ,"Nora Arnezeder,Iain Glen,Sarah-Sofie Boussnina",Tides,"Allemagne,Suisse","Allemand, Anglais",Long-métrage,2021,-,"2,1",,32 Critiques Spectateurs,,"Devenue inhabitable, la Terre a été abandonné par ses habitants les plus riches partis s’installer sur la planète Kepler. Après deux générations passées là-bas, un mal ronge les hommes : ils sont devenus infertiles, provoquant à terme la disparition de l’humanité. Une mission de la dernière chance est envoyée sur Terre."
Killer Game,,Thriller,96,Patrick Brice,,"Sydney Park,Sarah Dugdale,Kayla Heller",There's Someone Inside Your House,,Anglais,Long-métrage,2021,-,"2,8","1,7",4 articles de presse,,Makani et ses amis du lycée Osborne High font tout pour identifier et arrêter un tueur masqué qui s'en prend aux élèves en dévoilant leurs secrets les plus intimes.
Ice Road,04/08/2021,Thriller,109,Jonathan Hensleigh, Metropolitan FilmExport ,"Liam Neeson,Laurence Fishburne,Holt McCallany",The Ice Road,,Anglais,Long-métrage,2021,-,"2,8","2,4",12 articles de presse,,Une mine de diamants s’effondre dans le Grand Nord canadien et piège près de trente mineurs.
Cœurs vaillants,11/05/2022,Historique,85,Mona Achache, Bac Films ,"Camille Cottin,Maé Roudet-Rubens,Léo Riehl",,"France,Belgique",Français,Long-métrage,2021,-,"2,7","2,2",9 articles de presse,,"COEURS VAILLANTS retrace l’odyssée de 6 enfants juifs cachés pendant la guerre, partis trouver refuge là où personne ne pense à aller les chercher... dans le château et le parc du domaine de Chambord, au milieu des œuvres d’art cachées du Louvre. A cœur vaillant rien d’impossible..."
The North Sea,,Action,106,John Andreas Andersen,,"Kristine Kujath Thorp,Rolf Kristian Larsen,Anders Baasmo Christiansen",Nordsjøen,,Norvégien,Long-métrage,2021,"6,5 M€","3,2",,23 Critiques Spectateurs,,"La veille de Noël 1969, le gouvernement norvégien annonce que le pays abrite la plus grande plateforme pétrolière offshore du monde, suite à la découverte du champ Ekofisk. Ce fait marque un tournant dans l'histoire de la Norvège et donne le coup d'envoi à une aventure financière sans précédent."
La Chapelle du Diable,07/07/2021,,100,Evan Spiliotopoulos, Sony Pictures Releasing France ,"Jeffrey Dean Morgan,Katie Aselton,William Sadler",The Unholy,,Anglais,Long-métrage,2021,10000000,"2,0","2,0",8 articles de presse,,Un journaliste discrédité tente d'insuffler un second élan à sa carrière après avoir découvert que de nombreux miracles ont eu lieu dans une petite ville de la Nouvelle-Angleterre. Ces mystères relèvent-ils du divin ou peut-être d'une source plus sombre ?
La Fille qui croyait aux miracles,,Famille,100,Richard Correll, Saje Distribution ,"Mira Sorvino,Austyn Johnson,Kevin Sorbo",The Girl Who Believes in Miracles,,Anglais,Long-métrage,2021,-,"2,8",,8 Critiques Spectateurs,,"Lorsque Sarah entend un prédicateur dire que la foi peut déplacer des montagnes, elle se met à prier. Soudain, les habitants de sa ville sont mystérieusement guéris, mais la célébrité a vite fait de l’emporter."
Mise à nu,30/03/2022,,90,Didier Bivel, France 2 ,"Julie de Bona,Julien Boisselier,Edouard Montoute",,,Français,Télefilm,2021,-,"3,3","3,7",5 articles de presse,,"Sophie se trompe-t-elle de cible lorsqu’elle tire sur le libraire. Un libraire aimé de tout le quartier ? Elle l’accuse d’avoir fait de leurs nuits d’amour une arme pour la détruire en l’exposant sur Internet comme un objet pornographique. Son procès va mettre au jour le calvaire d’une jeune femme ordinaire victime de cybercriminalité, et les ravages sur ses enfants, ses proches, jusqu’à son travail… Mais en l’absence de preuves, va-t-on la croire ?"
D'où l'on vient,23/06/2021,"Drame,Musical",143,Jon M. Chu, Warner Bros. France ,"Anthony Ramos,Melissa Barrera,Leslie Grace",In The Heights,,"Anglais, Espagnol",Long-métrage,2021,-,"3,9","3,3",15 articles de presse,,"Au cœur de New York, le quartier de Washington Heights est celui de tous les possibles. Usnavi, propriétaire d’un petit café dans le quartier, rêve de renouer avec ses origines, en République Dominicaine. Mais tout se complique quand il croise le regard de Vanessa, une jeune femme qui rêve de devenir styliste. Leur rencontre, sur fond de danse et de musique, va chambouler leur vie de manière inattendue."
Hit The Road,27/04/2022,,93,Panah Panahi, Pyramide Distribution ,"Hassan Madjooni,Pantea Panahiha,Rayan Sarlak",Jaddeh Khaki,,"Perse, Anglais",Long-métrage,2021,-,"4,0","3,5",21 articles de presse,3 nominations,"Iran, de nos jours. Une famille est en route vers une destination secrète. A l’arrière de la voiture, le père arbore un plâtre, mais s’est-il vraiment cassé la jambe ? La mère rit de tout mais ne se retient-elle pas de pleurer ? Leur petit garçon ne cesse de blaguer, de chanter et danser. Tous s’inquiètent du chien malade. Seul le grand frère reste silencieux."
The Medium,,Thriller,131,Banjong Pisanthanakun, The Jokers / Les Bookmakers ,"Narilya Gulmongkolpech,Sawanee Utoomma,Sirani Yankittikan",,,Thaï,Long-métrage,2021,-,"2,6",,27 Critiques Spectateurs,,"Une équipe de film vient tourner un documentaire sur le chamanisme dans un village thaïlandais. Ils s’intéressent tout particulièrement à Nim, une chamane habitée par un esprit qui se transmet de génération en génération dans sa famille. Mais le tournage va prendre une tournure terrifiante…"
Songbird,,Thriller,88,Adam Mason, Metropolitan FilmExport ,"K.J. Apa,Sofia Carson,Demi Moore",,,Anglais,Long-métrage,2021,-,"2,2","2,0",9 articles de presse,,"Cela fait maintenant quatre ans que le monde vit en confinement. Désormais, les personnes infectées du Covid-23 sont envoyées de force en quarantaine dans des camps devenus peu à peu d’inquiétants ghettos. A Los Angeles, Nico est un coursier immunisé au virus qui arpente la ville lors de ses livraisons. C’est ainsi qu’il fait la connaissance de Sara, une jeune femme confinée chez elle. Malgré les impératifs sanitaires qui les empêchent de s’approcher, Sara et Nico tombent amoureux. Mais lorsque Sara est suspectée d’être contaminée, elle est contrainte de rejoindre les camps de quarantaine. Nico tente alors l’impossible pour la sauver."
Le Roi cerf,04/05/2022,Drame,113,Masashi Ando, Star Invest Films France ,"Fanny Blanchard, Anne,Xavier Fagnon",The Deer King,,Japonais,Long-métrage,2021,-,"3,1","3,3",17 Critiques Spectateurs,5 nominations,"Van était autrefois un valeureux guerrier du clan des Rameaux solitaires. Défait par l’empire de Zol, il est depuis leur prisonnier et vit en esclave dans une mine de sel. Une nuit, la mine est attaquée par une meute de loups enragés, porteurs d’une mystérieuse peste. Seuls rescapés du massacre, Van et une fillette, Yuna, parviennent à s’enfuir. L'Empire de Zol ne tardant pas à découvrir leurs existences, Il mandate Hohsalle, un prodige de la médecine pour les traquer afin de trouver un remède. Mais Hohsalle et Van, tous deux liés par le fléau qui sévit, vont découvrir une vérité bien plus terrible."
Tom et Jerry,19/05/2021,"Comédie,Famille",101,Tim Story, Warner Bros. France ,"Chloë Grace Moretz,Frank Welker,Michael Peña",Tom & Jerry,,Anglais,Long-métrage,2021,-,"2,7","2,4",10 articles de presse,,
7 Prisonniers,,,93,Alexandre Moratto,"
1 nomination
","Cecília Homem de Mello,Christian Malheiros,Lucas Oranmian",7 Prisioneiros,,Portugais,Long-métrage,2021,-,"3,5",,20 Critiques Spectateurs,,Un adolescent issu d'une famille pauvre tente d'échapper à un trafiquant d'êtres humains et de rester fidèle à ses valeurs morales alors qu'il lutte pour survivre.
"Anne Frank, ma meilleure amie",,Historique,103,Ben Sombogaart,,"Aiko Beemsterboer,Lottie Hellingman,Björn Freiberg",Mijn Beste Vriendin Anne Frank,,"Néerlandais, Allemand, Hongrois",Long-métrage,2021,-,"3,2",,18 Critiques Spectateurs,,"Inspiré de l'amitié réelle entre Anne Frank et Hannah Goslar, d'Amsterdam sous l'occupation nazie jusqu'à leurs retrouvailles douloureuses dans un camp de concentration."
Hitman & Bodyguard 2,30/06/2021,Comédie,117,Patrick Hughes (II), Metropolitan FilmExport ,"Ryan Reynolds,Samuel L. Jackson,Salma Hayek",The Hitman's Wife's Bodyguard,,Anglais,Long-métrage,2021,-,"2,8","2,7",8 articles de presse,,
Clara Sola,01/06/2022,,106,Nathalie Álvarez Mesén, Epicentre Films ,"Wendy Chinchilla Araya,Ana Julia Porras Espinoza,Daniel Castañeda Rincón",,"Suède,Costa Rica,Belgique,Allemagne,France,U.S.A.",Espagnol,Long-métrage,2021,-,"3,3","3,5",12 articles de presse,3 nominations,"Dans un village reculé du Costa-Rica, une femme de 40 ans renfermée sur elle-même, entreprend de se libérer des conventions religieuses et sociales répressives qui ont dominé sa vie, la menant à un éveil sexuel et spirituel."
After Blue (Paradis sale),16/02/2022,,127,Bertrand Mandico, UFO Distribution ,"Elina Löwensohn,Paula Luna,Vimala Pons",After Blue (Dirty Paradise),,Français,Long-métrage,2021,-,"3,1","2,2",21 articles de presse,,"Dans un futur lointain, sur une planète sauvage, Roxy, une adolescente solitaire, délivre une criminelle ensevelie sous les sables. A peine libérée, cette dernière sème la mort. Tenues pour responsables, Roxy et sa mère Zora sont bannies de leur communauté et condamnées à traquer la meurtrière. Elles arpentent alors les territoires surnaturels de leur paradis sale…"
Olga,17/11/2021,Sport event,87,Elie Grappe, ARP Sélection ,"Nastya Budiashkina,Sabrina Rubtsova,Caterina Barloggio",,"Suisse,France,Ukraine","ukrainien, Russe, Français, Allemand, Italien, Anglais",Long-métrage,2021,-,"3,6","3,8",23 articles de presse,2 prix et 4 nominations,"2013. Une gymnaste de 15 ans est tiraillée entre la Suisse, où elle s’entraîne pour le Championnat Européen en vue des JO et l’Ukraine où sa mère, journaliste, couvre les événements d’Euromaïdan."
Boss Level,,"Thriller,Science fiction",101,Joe Carnahan, Metropolitan FilmExport ,"Frank Grillo,Mel Gibson,Naomi Watts",,,Anglais,Long-métrage,2021,-,"3,3",,113 Critiques Spectateurs,,"Roy Pulver a un vrai problème : chaque matin, il est attaqué par une horde d’assassins venus le liquider. Mais qu’il soit abattu, poignardé ou éparpillé en mille morceaux, sa journée recommence, encore et encore, ramenant à chaque fois cet ancien agent de la Delta Force au point de départ ! Pour parvenir à sortir de cette boucle temporelle, Roy doit survivre un autre jour …"
Gaia,,"Fantastique,Epouvante-horreur",97,Jaco Bouwer,,"Monique Rockman,Carel Nel,Alex van Dyk",,,"Anglais, Afrikaans",Long-métrage,2021,-,"2,4",,9 Critiques Spectateurs,,"Dans les profondeurs d’une forêt primaire, une forme de vie fantastique s’est développée. Celle-ci, plus ancienne que l’humanité semble être aussi la plus grande découverte de tous les temps. C’est lors d’une exploration amazonienne en terre inconnue q’un père et son fils vont tomber sur ce secret millénaire qui est sur le point de changer la civilisation humaine."
Fly,,"Romance,Musical",110,Katja von Garnier,,"Svenja Jung,Ben Wichert,Jasmin Tabatabai",,,Allemand,Long-métrage,2021,-,"3,3",,2 Critiques Spectateurs,,"Incarcérée pour homicide involontaire, Rebecca, surnommée « Bex », purge sa peine en prison. En sursis probatoire, elle intègre un programme de réinsertion par la danse, auquel participent d’autres jeunes détenus. Leur professeur, spécialiste de danse urbaine, les pousse à une nouvelle forme d’expression…, et dans leurs retranchements ; une expérience qui va changer leur destin."
Old Henry,,Action,99,Potsy Ponciroli,"
1 nomination
","Tim Blake Nelson,Scott Haze,Gavin Lewis",,,Anglais,Long-métrage,2021,-,"3,9",,33 Critiques Spectateurs,,"Une fermière veuve et son fils accueillent avec méfiance un homme mystérieux et blessé, détenteur d'une sacoche remplie d'argent."
Inside Ted : Dans la tête du serial killer,,"Policier,Biopic",100,Amber Sealey,"
1 nomination
","Elijah Wood,Luke Kirby,Robert Patrick",No Man Of God,,Anglais,Long-métrage,2021,-,"2,8",,15 Critiques Spectateurs,,"En 1985, dans le cadre d’une mission d’étude sur le profil psychiatrique des serial killers, l’agent du FBI Bill Hagmaier est chargé d’interroger Ted Bundy, condamné à mort pour avoir assassiné 30 jeunes femmes au cours des années 1970. Alors qu’il se confronte à l’esprit sombre et diabolique du tueur en série, une relation étrange et inattendue, faite de fascination et d’empathie, va peu à peu se développer entre les deux hommes, et les unir jusqu’au couloir de la mort…"
