titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Tin & Tina,,Thriller,119,Rubin Stein,,"Milena Smit,Jaime Lorente,Carlos González Morollón",,,Espagnol,Long-métrage,2022,-,"1,8",,61 Critiques Spectateurs,,
L'Éducation d'Ademoka,12/07/2023,Comédie,89,Adilkhan Yerzhanov, Destiny Films ,"Adema Yerzhanova,Daniyar Alshinov,Bolat Kalymbetov",Ademoka's Education,"kazakhstan,France",Kazakh,Long-métrage,2022,-,"3,5","3,2",13 articles de presse,,"La jeune Ademoka souhaite aller à l'école mais son statut de Lyuli - sorte de gitan d’Asie Centrale - la destine à la mendicité. Erkin, autrefois écrivain célèbre, aujourd’hui professeur insolite, vient d’être renvoyé de son école. Il va repérer le talent d’Ademoka et décide de la prendre sous son aile, en lui transmettant une éducation."
Uncharted,16/02/2022,Action,116,Ruben Fleischer, Sony Pictures Releasing France ,"Tom Holland,Mark Wahlberg,Sophia Ali",,,Anglais,Long-métrage,2022,-,"2,6","3,3",23 articles de presse,,"Nathan Drake, voleur astucieux et intrépide, est recruté par le chasseur de trésors chevronné Victor « Sully » Sullivan pour retrouver la fortune de Ferdinand Magellan, disparue il y a 500 ans. Ce qui ressemble d’abord à un simple casse devient finalement une course effrénée autour du globe pour s’emparer du trésor avant l’impitoyable Moncada, qui est persuadé que sa famille est l’héritière légitime de cette fortune. Si Nathan et Sully réussissent à déchiffrer les indices et résoudre l’un des plus anciens mystères du monde, ils pourraient rafler la somme de 5 milliards de dollars et peut-être même retrouver le frère de Nathan, disparu depuis longtemps… mais encore faudrait-il qu’ils apprennent à travailler ensemble."
Ticket To Paradise,05/10/2022,Romance,104,Ol Parker, Universal Pictures International France ,"George Clooney,Julia Roberts,Kaitlyn Dever",,,Anglais,Long-métrage,2022,-,"2,6","2,7",25 articles de presse,,Un couple séparé est réuni pour tenter d’empêcher leur fille de commettre la même erreur qu’eux jadis : céder au coup de foudre.
Terrifier 2,11/01/2023,,138,Damien Leone, ESC Films ,"Lauren LaVera,David Howard Thornton,Jenna Kanell",,,Anglais,Long-métrage,2022,-,"3,1","2,6",17 articles de presse,,"Après avoir été ressuscité par une entité sinistre, Art le Clown revient dans la ville de Miles County où il prend pour cible une adolescente et son jeune frère le soir d'Halloween."
Le Pire voisin au monde,01/02/2023,"Drame,Comédie",127,Marc Forster, Sony Pictures Releasing France ,"Tom Hanks,Mariana Treviño,Rachel Keller",A Man Called Otto,"U.S.A.,Suède",Anglais,Long-métrage,2022,-,"2,6","3,7",14 articles de presse,,"LE PIRE VOISIN AU MONDE raconte l’histoire d’Otto Anderson, vieux bougon qui n’a plus aucune raison de vivre depuis la mort de sa femme. Alors qu’il s’apprête à en finir, il est dérangé dans ses plans par une famille, jeune et pleine d’énergie, qui s’installe dans la maison voisine : il fait alors la connaissance de Marisol, douée d’un sacré sens de la répartie, et comprend qu’il a trouvé une adversaire à sa hauteur ! Tandis qu’elle le pousse à porter un autre regard sur la vie, une amitié improbable se noue entre eux qui bouleverse totalement les repères d’Otto…"
Godland,21/12/2022,,143,Hlynur Pálmason, Jour2fête ,"Elliott Crosset Hove,Ingvar Eggert Sigurôsson,Victoria Carmen Sonne",Vanskabte Land - Volaða Land,"Danemark,Islande,France,Suède","Islandais, Danois",Long-métrage,2022,-,"4,0","3,6",25 articles de presse,6 nominations,"À la fin du XIXème siècle, un jeune prêtre danois arrive en Islande avec pour mission de construire une église et photographier la population. Mais plus il s’enfonce dans le paysage impitoyable, plus il est livré aux affres de la tentation et du péché."
The Quiet Girl,12/04/2023,,96,Colm Bairéad, ASC Distribution ,"Catherine Clinch,Carrie Crowley,Andrew Bennett",An Cailín Ciúin,,Gaélique,Long-métrage,2022,-,"3,7","4,1",19 articles de presse,3 nominations,"Irlande, 1981, Cáit, une jeune fille effacée et négligée par sa famille, est envoyée vivre auprès de parents éloignés pendant l’été. Mais dans cette maison en apparence sans secret, où elle trouve l’épanouissement et l'affection, Cáit découvre une vérité douloureuse."
Sonic 2 le film,30/03/2022,"Famille,Aventure",122,Jeff Fowler, Paramount Pictures France ,"Jim Carrey,James Marsden,Idris Elba",Sonic The Hedgehog 2,,Anglais,Long-métrage,2022,-,"2,9","3,2",13 articles de presse,,"Bien installé dans la petite ville de Green Hills, Sonic veut maintenant prouver qu’il a l’étoffe d' un véritable héros. Un défi de taille se présente à lui quand le Dr Robotnik refait son apparition. Accompagné de son nouveau complice Knuckles, ils sont en quête d’une émeraude dont le pouvoir permettrait de détruire l’humanité toute entière. Pour s’assurer que l’émeraude ne tombe entre de mauvaises mains, Sonic fait équipe avec Tails. Commence alors un voyage à travers le monde, plein de péripéties."
Bones and All,23/11/2022,"Epouvante-horreur,Romance",130,Luca Guadagnino, Warner Bros. France ,"Timothée Chalamet,Taylor Russell,Mark Rylance",,"Italie,U.S.A.",Anglais,Long-métrage,2022,-,"3,2","3,3",24 articles de presse,1 prix et 4 nominations,"Maren part à la recherche de sa mère et rencontre Lee, un adolescent à la dérive qui va l’embarquer dans un road trip enflammé sur les routes de l’Amérique profonde. Leur amour naissant sera-t-il suffisamment fort pour résister à leurs démons, leur passé et le regard d’une société qui les considère comme des monstres ?"
"Ashkal, l'enquête de Tunis",25/01/2023,"Drame,Policier",92,Youssef Chebbi, Jour2fête ,"Fatma Oussaifi,Mohamed Houcine Grayaa,Rami Harrabi",Ashkal,"Tunisie,France,Qatar","Arabe, Français",Long-métrage,2022,-,"3,7","3,1",18 articles de presse,4 nominations,"Dans un des bâtiments des Jardins de Carthage, quartier de Tunis créé par l'ancien régime mais dont la construction a été brutalement stoppée au début de la révolution, deux flics, Fatma et Batal, découvrent un corps calciné. Alors que les chantiers reprennent peu à peu, ils commencent à se pencher sur ce cas mystérieux. Quand un incident similaire se produit, l'enquête prend un tour déconcertant."
Les Animaux Fantastiques : les Secrets de Dumbledore,13/04/2022,Aventure,142,David Yates, Warner Bros. France ,"Eddie Redmayne,Jude Law,Mads Mikkelsen",Fantastic Beasts: The Secrets Of Dumbledore,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2022,-,"2,9","3,1",22 articles de presse,,"Le professeur Albus Dumbledore sait que le puissant mage noir Gellert Grindelwald cherche à prendre le contrôle du monde des sorciers. Incapable de l’empêcher d’agir seul, il sollicite le magizoologiste Norbert Dragonneau pour qu’il réunisse des sorciers, des sorcières et un boulanger moldu au sein d’une équipe intrépide. Leur mission des plus périlleuses les amènera à affronter des animaux, anciens et nouveaux, et les disciples de plus en plus nombreux de Grindelwald. Pourtant, dès lors que que les enjeux sont aussi élevés, Dumbledore pourra-t-il encore rester longtemps dans l’ombre ?"
About Kim Sohee,05/04/2023,Policier,137,July Jung, Arizona Distribution ,"Doona Bae,Kim Si-eun, Choi Hee-jin",Da-eum-so-hee,,Coréen,Long-métrage,2022,-,"3,8","4,1",21 articles de presse,1 prix et 7 nominations,"Kim Sohee est une lycéenne au caractère bien trempé. Pour son stage de fin d’étude, elle intègre un centre d’appel de Korea Telecom. En quelques mois, son moral décline sous le poids de conditions de travail dégradantes et d’objectifs de plus en plus difficiles à tenir. Une suite d’événements suspects survenus au sein de l’entreprise éveille l’attention des autorités locales. En charge de l’enquête, l’inspectrice Yoo-jin est profondément ébranlée par ce qu’elle découvre. Seule, elle remet en cause le système."
La Conférence,19/04/2023,Historique,108,Matti Geschonneck, Condor Distribution ,"Philipp Hochmair,Johannes Allmayer,Maximilian Brückner",Die Wannseekonferenz,,Allemand,Long-métrage,2022,-,"3,4","3,8",17 articles de presse,,"Au matin du 20 janvier 1942, une quinzaine de dignitaires du IIIe Reich se retrouvent dans une villa cossue à Wannsee, conviés par Reinhard Heydrich à une mystérieuse conférence. Ils en découvrent le motif à la dernière minute : ces représentants de la Waffen SS ou du Parti, fonctionnaires des différents ministères, émissaires des provinces conquises, apprennent qu’ils devront s’être mis d’accord avant midi sur un plan d’élimination du peuple juif, appelé Solution Finale. Deux heures durant vont alors se succéder débats, manœuvres et jeux de pouvoir, autour de ce qui fera basculer dans la tragédie des millions de destins."
Blacklight,23/02/2022,Thriller,108,Mark Williams (II), Metropolitan FilmExport ,"Liam Neeson,Aidan Quinn,Taylor John Smith",,"U.S.A.,Chine,Australie",Anglais,Long-métrage,2022,-,"2,3","1,9",13 articles de presse,,"Travis Block intervient pour le compte du FBI lorsque toutes les autres options ont été épuisées. Ses méthodes impliquent souvent la manière forte. Quand on lui ordonne de faire taire un agent qui souhaite révéler à la presse les méthodes du Bureau, il comprend qu’il est devenu le pion d’une terrible machination. Déterminé à faire éclater la vérité, il se lance dans un combat contre ceux avec lesquels il a l’habitude de travailler. Mais lorsque ses adversaires s’attaquent à ses proches, Travis retourne ses méthodes contre ses anciens employeurs et il n‘aura aucune pitié."
Grosse colère et fantaisies,12/10/2022,Famille,45,Célia Tisserant, Cinéma Public Films ,,,"France,Belgique",Français,Long-métrage,2022,-,"3,7","2,5",9 Critiques Spectateurs,,Programme de cinq courts métrages d'animation.
La Sorcière et le martien,21/06/2023,"Aventure,Science fiction",,Thomas Bardinet, DHR distribution / A Vif Cinemas ,"Yasmine Kherbouche,Kylian Mahamoud,Théodore Dupleix",,,Français,Long-métrage,2022,-,"2,7","1,9",3 articles de presse,,"Myriam, orpheline, apprend qu’elle va changer de famille d’accueil. Elle est souvent moquée pour sa naïveté, mais cette candeur lui permet de voir ce que d’autres ne voient pas : des animaux qui parlent ou même des sorcières bienveillantes qui gardent la forêt surplombant la cité. Elle seule pourrait croire au destin du jeune Bilal qui va rejoindre ses parents scientifiques sur la planète Mars."
Kolai,21/07/2023,Thriller,150,Balaji K. Kumar, Night ed films ,"Vijay Antony,Ritika Singh,Meenakshi Chaudhary",,,Tamoul,Long-métrage,2022,-,,,,,"Lorsqu’un célèbre mannequin est assassiné, un détective astucieux est chargé de mener l’enquête. Il réalise rapidement que cet incident le plonge dans un mystère intrigant."
Le Secret de la cité perdue,20/04/2022,"Action,Aventure",112,Aaron Nee, Paramount Pictures France ,"Sandra Bullock,Channing Tatum,Daniel Radcliffe",The Lost City,,Anglais,Long-métrage,2022,-,"2,7","2,4",30 articles de presse,,"Loretta Sage, romancière brillante mais solitaire, est connue pour ses livres mêlant romance et aventures dans des décors exotiques. Alan, mannequin, a pour sa part passé la plus grande partie de sa carrière à incarner Dash, le héros à la plastique avantageuse figurant sur les couvertures des livres de Loretta. Alors qu’elle est en pleine promotion de son nouveau roman en compagnie d’Alan, Loretta se retrouve kidnappée par un milliardaire excentrique qui est persuadé qu’elle pourra l’aider à retrouver le trésor d’une cité perdue évoquée dans son dernier ouvrage. Déterminé à prouver qu’il peut être dans la vraie vie à la hauteur du héros qu’il incarne dans les livres, Alan se lance à la rescousse de la romancière. Propulsés dans une grande aventure au cœur d’une jungle hostile, ce duo improbable va devoir faire équipe pour survivre et tenter de mettre la main sur l’ancien trésor avant qu’il ne disparaisse à jamais."
La Page blanche,31/08/2022,Romance,100,Murielle Magellan, SND ,"Sara Giraudeau,Pierre Deladonchamps,Grégoire Ludig",,,Français,Long-métrage,2022,"2,8 M€","3,4","3,4",20 articles de presse,7 nominations,
Tu choisiras la vie,25/01/2023,,99,Stéphane Freiss, JHR Films ,"Lou de Laâge,Riccardo Scamarcio,Pierre-Henry Salfati",,"France,Italie","Français, Italien",Long-métrage,2022,-,"2,9","3,6",11 articles de presse,,"Une famille juive ultra-orthodoxe se rend chaque année dans une ferme du sud de l’Italie afin d'accomplir une mission sacrée : la récolte des cédrats. Esther, en pleine remise en cause des contraintes imposées par sa religion fait la connaissance d’Elio, le propriétaire de la ferme. Et si le face à face entre ces mondes était la genèse d’une autre histoire ?"
Le Samaritain,,Thriller,102,Julius Avery,"
1 nomination
","Sylvester Stallone,Javon “Wanna” Walton,Pilou Asbæk",Samaritan,,Anglais,Long-métrage,2022,-,"3,0","2,4",9 articles de presse,,"Âgé de 13 ans, Sam Cleary suspecte que son mystérieux et solitaire voisin, Mr. Smith, soit en réalité une légende qui se cache au grand jour. Il y a 25 ans, le superpuissant justicier de Granite City, Le Samaritain, a été déclaré mort dans un entrepôt, après un combat tragique avec son rival, Nemesis. La plupart des gens pensent que Le Samaritain a péri dans les flammes, mais certains habitants, comme Sam, ont bon espoir qu’il soit encore en vie. Alors que la ville est au bord du chaos et que les crimes se multiplient, Sam se donne pour mission de persuader son voisin de sortir de sa cachette et de sauver la ville de la ruine."
"Avalonia, l'étrange voyage",,"Famille,Aventure,Science fiction",102,Don Hall,,"Jake Gyllenhaal,Dennis Quaid,Jaboukie Young-White",Strange World,,Anglais,Long-métrage,2022,-,"3,2","2,6",137 Critiques Spectateurs,,"Les Clade, une famille d’explorateurs légendaires, découvrent un monde inexploré, plein de dangers et peuplé de créatures fantastiques. Ils sont aidés dans leur quête d’un blob espiègle et de leur chien à trois pattes. Hélas, les querelles entre ses différents membres menacent de faire échouer cette nouvelle mission, qui est – de loin – la plus cruciale."
"Extra : Allan, Britney et le vaisseau spatial",19/10/2022,"Aventure,Famille",80,Amalie Næsby Fick, KMBO ,"Louis Næss-Schmidt,Sofie Torp,Jesper Christensen",Lille Allan - den menneskelige antenne,,Danois,Long-métrage,2022,"2,7 M€","1,9",,,,"Allan est un petit garçon qui ne trouve personne avec qui jouer dans son nouveau quartier. Une nuit, alors que la foudre s’abat sur l’antenne de son immeuble, il voit un objet lumineux non identifié s’écraser sur le terrain de foot voisin. Allan découvre alors Britney, une petite extraterrestre… Comment l’aider à réparer son vaisseau spatial ? Comment la cacher des vieux voisins grincheux ? C’est le début d’une aventure extra !"
