titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Le Conte de la princesse Kaguya,25/06/2014,"Drame,Fantastique,Famille",137,Isao Takahata, The Walt Disney Company France ,"Aki Asakura,Kengo Kora,Takeo Chii",Kaguya-hime no monogatari,,Japonais,Long-métrage,2013,-,"4,5","4,4",283 Critiques Spectateurs,5 nominations,"Kaguya, « la princesse lumineuse », est un petit être découvert dans la tige d’un bambou par un vieux paysan. La considérant comme un don du ciel, il l’élève avec sa femme, et très vite l’enfant devient une magnifique jeune fille. De la campagne lointaine jusqu’à la grande capitale, sa fascinante beauté suscitera l’engouement auprès de tous ceux qui la rencontrent et elle sera convoitée par cinq nobles princes qui devront relever d’impossibles défis dans l’espoir d’obtenir sa main. Mais le temps venu, elle devra affronter son destin…"
Sixième Sens,05/01/2000,Drame,107,M. Night Shyamalan, Gaumont Buena Vista International (GBVI) ,"Bruce Willis,Haley Joel Osment,Toni Collette",The Sixth Sense,,Anglais,Long-métrage,1999,55 000 000 $,"4,0","4,3",26 articles de presse,12 nominations,"Cole Sear, garconnet de huit ans est hanté par un terrible secret. Son imaginaire est visité par des esprits menaçants. Trop jeune pour comprendre le pourquoi de ces apparitions et traumatisé par ces pouvoirs paranormaux, Cole s'enferme dans une peur maladive et ne veut reveler à personne la cause de son enfermement, à l'exception d'un psychologue pour enfants. La recherche d'une explication rationnelle guidera l'enfant et le thérapeute vers une vérité foudroyante et inexplicable."
Citizen Kane,01/07/1946,,119,Orson Welles, Théâtre du Temple ,"Orson Welles,Joseph Cotten,Dorothy Comingore",,,Anglais,Long-métrage,1941,686 033 $,"4,8","4,3",5 articles de presse,1 prix et 9 nominations,"A la mort du milliardaire Charles Foster Kane, un grand magnat de la presse, Thompson, un reporter, enquête sur sa vie. Les contacts qu'il prend avec ses proches lui font découvrir un personnage gigantesque, mégalomane, égoïste et solitaire."
Fenêtre sur cour,25/04/1955,Thriller,110,Alfred Hitchcock, Carlotta Films ,"James Stewart,Grace Kelly,Wendell Corey",Rear Window,,Anglais,Long-métrage,1954,2 000 000 $,"3,9","4,4",7 articles de presse,5 nominations,"A cause d'une jambe cassée, le reporter-photographe L. B. Jeffries est contraint de rester chez lui dans un fauteuil roulant. Homme d'action et amateur d'aventure, il s'aperçoit qu'il peut tirer parti de son immobilité forcée en étudiant le comportement des habitants de l'immeuble qu'il occupe dans Greenwich Village. Et ses observations l'amènent à la conviction que Lars Thorwald, son voisin d'en face, a assassiné sa femme. Sa fiancée, Lisa Fremont, ne le prend tout d'abord pas au sérieux, ironisant sur l'excitation que lui procure sa surveillance, mais finit par se prendre au jeu..."
Shutter Island,24/02/2010,,137,Martin Scorsese, Paramount Pictures France ,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley",,,"Anglais, Allemand",Long-métrage,2010,80 000 000 $,"3,8","4,4",31 articles de presse,4 nominations,"En 1954, le marshal Teddy Daniels et son coéquipier Chuck Aule sont envoyés enquêter sur l'île de Shutter Island, dans un hôpital psychiatrique où sont internés de dangereux criminels. L'une des patientes, Rachel Solando, a inexplicablement disparu. Comment la meurtrière a-t-elle pu sortir d'une cellule fermée de l'extérieur ? Le seul indice retrouvé dans la pièce est une feuille de papier sur laquelle on peut lire une suite de chiffres et de lettres sans signification apparente. Oeuvre cohérente d'une malade, ou cryptogramme ?"
Full Metal Jacket,21/10/1987,Drame,116,Stanley Kubrick, Warner Bros. France ,"Matthew Modine,Arliss Howard,Vincent D'Onofrio",,"U.S.A.,Grande-Bretagne","Anglais, Vietnamien",Long-métrage,1987,19 000 000 $,"4,8","4,4",5 articles de presse,4 nominations,"Pendant la guerre du Viêt Nam, la préparation et l'entrainement d'un groupe de jeunes marines, jusqu'au terrible baptême du feu et la sanglante offensive du Tết à Huế, en 1968."
Chantons sous la pluie,11/09/1953,,103,Stanley Donen, Warner Bros. France ,"Jean Hagen,Gene Kelly,Debbie Reynolds",Singin' in the Rain,,Anglais,Long-métrage,1952,2 540 800 $,"4,8","4,3",8 articles de presse,1 prix et 9 nominations,
"Alien, le huitième passager",12/09/1979,Epouvante-horreur,116,Ridley Scott, UFD ,"Sigourney Weaver,Tom Skerritt,Veronica Cartwright",Alien,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,1979,11 000 000 $,"4,4","4,4",11 articles de presse,3 prix et 7 nominations,"Le vaisseau commercial Nostromo et son équipage, sept hommes et femmes, rentrent sur Terre avec une importante cargaison de minerai. Mais lors d'un arrêt forcé sur une planète déserte, l'officier Kane se fait agresser par une forme de vie inconnue, une arachnide qui étouffe son visage."
Quand passent les cigognes,01/05/1958,"Guerre,Romance",97,Mikhail Kalatozov, Potemkine Films ,"Tatiana Samoilova,Aleksey Batalov,Vasili Merkuryev",Letyat Zhuravli,"URSS,Russie",Russe,Long-métrage,1957,-,"4,2","4,3",5 articles de presse,1 prix et 4 nominations,"Moscou, 1941. Veronika et Boris sont éperdument amoureux. Mais lorsque l’Allemagne envahit la Russie, Boris s’engage et part sur le front. Mark, son cousin, évite l’enrôlement et reste auprès de Veronika qu’il convoite. Sans nouvelle de son fiancé, dans le chaos de la guerre, la jeune femme succombe aux avances de Mark. Espérant retrouver Boris, elle s’engage comme infirmière dans un hôpital de Sibérie."
Les Aventuriers de l'Arche perdue,16/09/1981,Action,116,Steven Spielberg, CIC ,"Harrison Ford,Karen Allen,Paul Freeman",Raiders of the Lost Ark,,Anglais,Long-métrage,1981,22 000 000 $,"4,6","4,4",5 articles de presse,5 prix et 12 nominations,"1936. Parti à la recherche d'une idole sacrée en pleine jungle péruvienne, l'aventurier Indiana Jones échappe de justesse à une embuscade tendue par son plus coriace adversaire : le Français René Belloq."
Ip Man,,"Action,Biopic",105,Wilson Yip,,"Donnie Yen,Simon Yam,Siu-Wong Fan",Yip Man,"Chine,Hong-Kong","Cantonais, Mandarin, Japonais",Long-métrage,2008,-,"4,4",,540 Critiques Spectateurs,,"Film biographique sur la vie de Ip Man, un maître de Kung-Fu spécialisé dans le style Wing Chun et qui fut le mâitre de Bruce Lee. Dans les années 30, Ip Man vit à Foshan dans le sud de la Chine, lors de l'occupation japonaise. Face à ses indéniables talents en matière d'arts martiaux, les japonais lui demandent d'entraîner les soldats, ce qu'il refuse catégoriquement. Il va alors devoir lutter pour sa survie."
La Vie est belle,10/12/1947,"Fantastique,Drame,Comédie",129,Frank Capra, Swashbuckler Films ,"James Stewart,Donna Reed,Lionel Barrymore",It's a Wonderful Life,,Anglais,Long-métrage,1946,2 800 000 $,"5,0","4,3",6 articles de presse,1 prix et 5 nominations,"Le décès de son père oblige un homme à reprendre l'entreprise familiale de prêts à la construction, qui permet aux plus déshérités de se loger. Il entre en conflit avec l'homme le plus riche de la ville, qui tente de ruiner ses efforts. Au moment où il approche de la victoire, il égare les 8 000 dollars qu'il devait déposer en banque. Le soir de Noël, désespéré, il songe au suicide. C'est alors que le Ciel dépêche à ses côtés un ange de seconde classe, qui pour gagner ses ailes devra l'aider à sortir de cette mauvaise passe..."
Toy Story 3,14/07/2010,"Aventure,Fantastique,Comédie",100,Lee Unkrich, The Walt Disney Company France ,"Jean-Philippe Puymartin,Tom Hanks,Richard Darbois",,,Anglais,Long-métrage,2010,200 000 000 $,"4,7","4,4",2448 Critiques Spectateurs,4 prix et 10 nominations,"Les créateurs des très populaires films Toy Story ouvrent à nouveau le coffre à jouets et invitent les spectateurs à retrouver le monde délicieusement magique de Woody et Buzz au moment où Andy s'apprête à partir pour l'université. Délaissée, la plus célèbre bande de jouets se retrouve... à la crèche ! Les bambins déchaînés et leurs petits doigts capables de tout arracher sont une vraie menace pour nos amis ! Il devient urgent d'échafauder un plan pour leur échapper au plus vite. Quelques nouveaux venus vont se joindre à la Grande évasion, dont l'éternel séducteur et célibataire Ken, compagnon de Barbie, un hérisson comédien nommé Larosse, et un ours rose parfumé à la fraise appelé Lotso."
La Grande Vadrouille,08/12/1966,,132,Gérard Oury, StudioCanal ," Bourvil,Louis de Funès,Claudio Brook",,"France,Grande-Bretagne","Français, Anglais, Allemand",Long-métrage,1966,-,"3,8","4,3",5 articles de presse,,"En 1942, un avion anglais est abattu par les Allemands au-dessus de Paris. Les trois pilotes sautent en parachute et atterrissent dans différents endroits de la capitale. Ils sont aidés par deux civils français, un chef d'orchestre et un peintre en bâtiment qui acceptent de les mener en zone libre; ils deviennent ainsi, malgré eux, acteurs de la Résistance."
Tu ne tueras point,09/11/2016,"Drame,Biopic",140,Mel Gibson, Metropolitan FilmExport ,"Andrew Garfield,Vince Vaughn,Teresa Palmer",Hacksaw Ridge,"Australie,U.S.A.",Anglais,Long-métrage,2016,40 000 000 $,"3,0","4,4",24 articles de presse,4 prix et 13 nominations,"Quand la Seconde Guerre mondiale a éclaté, Desmond, un jeune américain, s’est retrouvé confronté à un dilemme : comme n’importe lequel de ses compatriotes, il voulait servir son pays, mais la violence était incompatible avec ses croyances et ses principes moraux. Il s’opposait ne serait-ce qu’à tenir une arme et refusait d’autant plus de tuer."
Gran Torino,25/02/2009,Thriller,116,Clint Eastwood, Warner Bros. France ,"Clint Eastwood,Bee Vang,Ahney Her",,,Anglais,Long-métrage,2008,33 000 000 $,"4,7","4,5",28 articles de presse,1 prix et 2 nominations,"Walt Kowalski est un ancien de la guerre de Corée, un homme inflexible, amer et pétri de préjugés surannés. Après des années de travail à la chaîne, il vit replié sur lui-même, occupant ses journées à bricoler, traînasser et siroter des bières. Avant de mourir, sa femme exprima le voeu qu'il aille à confesse, mais Walt n'a rien à avouer, ni personne à qui parler. Hormis sa chienne Daisy, il ne fait confiance qu'à son M-1, toujours propre, toujours prêt à l'usage..."
Avengers: Infinity War,25/04/2018,"Action,Science fiction",156,Joe Russo, The Walt Disney Company France ,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo",,,Anglais,Long-métrage,2018,-,"3,4","4,3",21 articles de presse,3 nominations,Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers.
Le Voyage de Chihiro,10/04/2002,"Aventure,Fantastique",125,Hayao Miyazaki, Buena Vista International ,"Rumi Hiiragi,Miyu Irino,Mari Natsuki",Sen to Chihiro no Kamikakushi,,Japonais,Long-métrage,2001,1 900 000 000 Yen,"4,8","4,4",890 Critiques Spectateurs,2 prix et 10 nominations,"Chihiro, une fillette de 10 ans, est en route vers sa nouvelle demeure en compagnie de ses parents. Au cours du voyage, la famille fait une halte dans un parc à thème qui leur paraît délabré. Lors de la visite, les parents s’arrêtent dans un des bâtiments pour déguster quelques mets très appétissants, apparus comme par enchantement. Hélas cette nourriture les transforme en porcs. Prise de panique, Chihiro s’enfuit et se retrouve seule dans cet univers fantasmagorique ; elle rencontre alors l’énigmatique Haku, son seul allié dans cette terrible épreuve..."
Matrix,,Science fiction,135,Lana Wachowski, Warner Bros. France ,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",The Matrix,"U.S.A.,Australie",Anglais,Long-métrage,1999,63 000 000 $,"3,4","4,4",28 articles de presse,6 prix et 5 nominations,"Programmeur anonyme dans un service administratif le jour, Thomas Anderson devient Neo la nuit venue. Sous ce pseudonyme, il est l'un des pirates les plus recherchés du cyber-espace. A cheval entre deux mondes, Neo est assailli par d'étranges songes et des messages cryptés provenant d'un certain Morpheus. Celui-ci l'exhorte à aller au-delà des apparences et à trouver la réponse à la question qui hante constamment ses pensées : qu'est-ce que la Matrice ? Nul ne le sait, et aucun homme n'est encore parvenu à en percer les defenses. Mais Morpheus est persuadé que Neo est l'Elu, le libérateur mythique de l'humanité annoncé selon la prophétie. Ensemble, ils se lancent dans une lutte sans retour contre la Matrice et ses terribles agents..."
L'Intendant Sansho,05/10/1960,,124,Kenji Mizoguchi, Capricci Films ,"Kinuyo Tanaka,Yoshiaki Hanayagi,Kyôko Kagawa",Sanshô dayû,,Japonais,Long-métrage,1954,-,"5,0","4,4",5 articles de presse,1 prix et 1 nomination,"XIe siècle. Un gouverneur de province est exilé pour avoir pris le parti des paysans contre l’avis d’un chef militaire. Contraints de reprendre la route de son village natal, sa femme Nakagimi et ses enfants Anju et Zushio sont kidnappés par des bandits de grand chemin. Nakagimi est déportée sur une île, tandis que les enfants sont vendus comme esclaves à l’intendant Sansho, un propriétaire cruel."
Million Dollar Baby,23/03/2005,,132,Clint Eastwood, Mars Distribution ,"Clint Eastwood,Morgan Freeman,Hilary Swank",,,Anglais,Long-métrage,2004,30 000 000 $,"4,9","4,4",25 articles de presse,7 prix et 7 nominations,"Rejeté depuis longtemps par sa fille, l'entraîneur Frankie Dunn s'est replié sur lui-même et vit dans un désert affectif, en évitant toute relation qui pourrait accroître sa douleur et sa culpabilité."
Il faut sauver le soldat Ryan,30/09/1998,Drame,163,Steven Spielberg, United International Pictures (UIP) ,"Ryan Hurst,Tom Hanks,Tom Sizemore",Saving Private Ryan,,"Anglais, Français, Allemand",Long-métrage,1998,70 000 000 $,"3,0","4,4",5 articles de presse,9 prix et 19 nominations,"Alors que les forces alliées débarquent à Omaha Beach, Miller doit conduire son escouade derrière les lignes ennemies pour une mission particulièrement dangereuse : trouver et ramener sain et sauf le simple soldat James Ryan, dont les trois frères sont morts au combat en l'espace de trois jours. Pendant que l'escouade progresse en territoire ennemi, les hommes de Miller se posent des questions. Faut-il risquer la vie de huit hommes pour en sauver un seul ?"
Lion,22/02/2017,Drame,118,Garth Davis, SND ,"Dev Patel,Rooney Mara,Nicole Kidman",,"U.S.A.,Australie,Grande-Bretagne",Anglais,Long-métrage,2016,-,"3,1","4,4",31 articles de presse,3 prix et 17 nominations,"Une incroyable histoire vraie : à 5 ans, Saroo se retrouve seul dans un train traversant l’Inde qui l’emmène malgré lui à des milliers de kilomètres de sa famille. Perdu, le petit garçon doit apprendre à survivre seul dans l’immense ville de Calcutta. Après des mois d’errance, il est recueilli dans un orphelinat et adopté par un couple d’Australiens."
Joker,09/10/2019,,122,Todd Phillips, Warner Bros. France ,"Joaquin Phoenix,Robert De Niro,Zazie Beetz",,"U.S.A.,Canada",Anglais,Long-métrage,2019,"$55,000,000","4,1","4,4",44 articles de presse,7 prix et 27 nominations,"Le film, qui relate une histoire originale inédite sur grand écran, se focalise sur la figure emblématique de l’ennemi juré de Batman. Il brosse le portrait d’Arthur Fleck, un homme sans concession méprisé par la société."
Interstellar,05/11/2014,Drame,169,Christopher Nolan, Warner Bros. France ,"Matthew McConaughey,Anne Hathaway,Michael Caine",,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2014,-,"3,8","4,5",40 articles de presse,1 prix et 9 nominations,
Star Wars : Episode IV - Un nouvel espoir (La Guerre des étoiles),19/10/1977,Aventure,121,George Lucas,"
8 prix et 12 nominations
","Mark Hamill,Harrison Ford,Carrie Fisher",Star Wars: Episode IV - A New Hope,,Anglais,Long-métrage,1977,11 500 000 $,"4,8","4,4",6 articles de presse,8 prix et 12 nominations,"Il y a bien longtemps, dans une galaxie très lointaine... La guerre civile fait rage entre l'Empire galactique et l'Alliance rebelle. Capturée par les troupes de choc de l'Empereur menées par le sombre et impitoyable Dark Vador, la princesse Leia Organa dissimule les plans de l'Etoile Noire, une station spatiale invulnérable, à son droïde R2-D2 avec pour mission de les remettre au Jedi Obi-Wan Kenobi. Accompagné de son fidèle compagnon, le droïde de protocole C-3PO, R2-D2 s'échoue sur la planète Tatooine et termine sa quête chez le jeune Luke Skywalker. Rêvant de devenir pilote mais confiné aux travaux de la ferme, ce dernier se lance à la recherche de ce mystérieux Obi-Wan Kenobi, devenu ermite au coeur des montagnes désertiques de Tatooine..."
La Ruée vers l'or,09/10/1925,,72,Charles Chaplin, Théâtre du Temple ,"Charles Chaplin,Mack Swain,Tom Murray",The Gold Rush,,Muet,Long-métrage,1925,923 000 $,"5,0","4,3",5 articles de presse,5 nominations,"1898, Nord-Ouest du Canada. Alors que des milliers d’aventuriers arpentent le Klondike en quête du métal précieux, Charlot est surpris par une tempête de neige. Il trouve refuge dans une cabane isolée et fait la rencontre de Big Jim McKay et du terrible Black Larsen…"
Gladiator,20/06/2000,Aventure,155,Ridley Scott, United International Pictures (UIP) ,"Russell Crowe,Joaquin Phoenix,Connie Nielsen",,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2000,103 000 000 $,"4,3","4,5",24 articles de presse,12 prix et 19 nominations,"Le général romain Maximus est le plus fidèle soutien de l'empereur Marc Aurèle, qu'il a conduit de victoire en victoire avec une bravoure et un dévouement exemplaires. Jaloux du prestige de Maximus, et plus encore de l'amour que lui voue l'empereur, le fils de MarcAurèle, Commode, s'arroge brutalement le pouvoir, puis ordonne l'arrestation du général et son exécution. Maximus échappe à ses assassins mais ne peut empêcher le massacre de sa famille. Capturé par un marchand d'esclaves, il devient gladiateur et prépare sa vengeance."
Django Unchained,16/01/2013,,164,Quentin Tarantino, Sony Pictures Releasing France ,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio",,,"Anglais, Allemand, Français",Long-métrage,2012,ca. 100 000 000 $,"4,6","4,5",33 articles de presse,8 prix et 11 nominations,"Dans le sud des États-Unis, deux ans avant la guerre de Sécession, le Dr King Schultz, un chasseur de primes allemand, fait l’acquisition de Django, un esclave qui peut l’aider à traquer les frères Brittle, les meurtriers qu’il recherche. Schultz promet à Django de lui rendre sa liberté lorsqu’il aura capturé les Brittle – morts ou vifs."
Il était une fois en Amérique,23/05/1984,Policier,229,Sergio Leone, Carlotta Films ,"Robert De Niro,James Woods,Elizabeth McGovern",Once Upon a Time in America,"U.S.A.,Italie",Anglais,Long-métrage,1984,30 000 000 $,"4,9","4,5",8 articles de presse,2 prix et 9 nominations,"A New York, à la fin de la prohibition, Noodles se réfugie dans une fumerie d'opium après un coup qui a mal tourné. Plus de trente ans plus tard, il est de retour en ville et se remémore son passé de gangster : de sa jeunesse de voyou dans les années 20, marquée par sa rencontre avec son ami Max et leurs nombreux trafics dans le ghetto juif de la ville, jusqu'à la période de prohibition où leur bande, liée par une profonde amitié, s'enrichit et marque son ascension dans la pègre grâce au commerce illégal d'alcool. Noodles se rappelle aussi de sa relation amoureuse échouée avec Deborah durant toute sa vie. Une oeuvre crépusculaire dense et sublime, ultime volet de la célèbre trilogie de Sergio Leone et dernier film incontournable du cinéaste dans sa version longue"
"Le Bon, la brute et le truand",08/03/1968,,180,Sergio Leone, Park Circus France ,"Clint Eastwood,Eli Wallach,Lee Van Cleef","Il Buono, il brutto, il cattivo","Espagne,Italie","Italien, Anglais",Long-métrage,1966,$ 1 200 000,"4,1","4,5",8 articles de presse,,"Pendant la Guerre de Sécession, trois hommes, préférant s'intéresser à leur profit personnel, se lancent à la recherche d'un coffre contenant 200 000 dollars en pièces d'or volés à l'armée sudiste. Tuco sait que le trésor se trouve dans un cimetière, tandis que Joe connaît le nom inscrit sur la pierre tombale qui sert de cache. Chacun a besoin de l'autre. Mais un troisième homme entre dans la course : Setenza, une brute qui n'hésite pas à massacrer femmes et enfants pour parvenir à ses fins."
Star Wars : Episode VI - Le Retour du Jedi,19/10/1983,Aventure,133,Richard Marquand,"
2 prix et 7 nominations
","Mark Hamill,Harrison Ford,Carrie Fisher",Star Wars: Episode VI - Return of the Jedi,,Anglais,Long-métrage,1983,32 500 000 $,"3,0","4,4",5 articles de presse,2 prix et 7 nominations,"L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l'Etoile de la Mort, menace l'univers tout entier... Arrêté après la trahison de Lando Calrissian, Han Solo est remis à l'ignoble contrebandier Jabba Le Hutt par le chasseur de primes Boba Fett. Après l'échec d'une première tentative d'évasion menée par la princesse Leia, également arrêtée par Jabba, Luke Skywalker et Lando parviennent à libérer leurs amis."
Le Seigneur des anneaux : la communauté de l'anneau,19/12/2001,Aventure,178,Peter Jackson, Warner Bros. France ,"Elijah Wood,Sean Astin,Ian McKellen",The Lord of the Rings: The Fellowship of the Ring,"U.S.A.,Nouvelle-Zélande",Anglais,Long-métrage,2001,90 000 000 $,"3,7","4,5",17 articles de presse,8 prix et 22 nominations,"Dans ce chapitre de la trilogie, le jeune et timide Hobbit, Frodon Sacquet, hérite d'un anneau. Bien loin d'être une simple babiole, il s'agit de l'Anneau Unique, un instrument de pouvoir absolu qui permettrait à Sauron, le Seigneur des ténèbres, de régner sur la Terre du Milieu et de réduire en esclavage ses peuples. À moins que Frodon, aidé d'une Compagnie constituée de Hobbits, d'Hommes, d'un Magicien, d'un Nain, et d'un Elfe, ne parvienne à emporter l'Anneau à travers la Terre du Milieu jusqu'à la Crevasse du Destin, lieu où il a été forgé, et à le détruire pour toujours. Un tel périple signifie s'aventurer très loin en Mordor, les terres du Seigneur des ténèbres, où est rassemblée son armée d'Orques maléfiques... La Compagnie doit non seulement combattre les forces extérieures du mal mais aussi les dissensions internes et l'influence corruptrice qu'exerce l'Anneau lui-même."
Pulp Fiction,26/10/1994,Thriller,149,Quentin Tarantino, Bac Films ,"John Travolta,Samuel L. Jackson,Uma Thurman",,,Anglais,Long-métrage,1994,8 000 000 $,"4,4","4,5",7 articles de presse,5 prix et 24 nominations,L'odyssée sanglante et burlesque de petits malfrats dans la jungle de Hollywood à travers trois histoires qui s'entremêlent.
Les Lumières de la ville,07/04/1931,Romance,87,Charles Chaplin, Théâtre du Temple ,"Charles Chaplin,Virginia Cherrill,Harry Myers",City Lights,,Muet,Long-métrage,1931,1 500 000 $,"4,5","4,4",4 articles de presse,,"Un vagabond s’éprend d’une belle et jeune vendeuse de fleurs aveugle qui vit avec sa mère, couverte de dettes. Suite à un quiproquo, la fleuriste s’imagine le misérable, qui vient de lui acheter une fleur, en milliardaire..."
Psychose,02/11/1960,Epouvante-horreur,109,Alfred Hitchcock, Park Circus France ,"Anthony Perkins,Janet Leigh,John Gavin",Psycho,,Anglais,Long-métrage,1960,800 000 $,"4,5","4,4",6 articles de presse,1 prix et 6 nominations,"Marion Crane en a assez de ne pouvoir mener sa vie comme elle l'entend. Son travail ne la passionne plus, son amant ne peut l'épouser car il doit verser une énorme pension alimentaire le laissant sans le sou... Mais un beau jour, son patron lui demande de déposer 40 000 dollars à la banque. La tentation est trop grande, et Marion s'enfuit avec l'argent."
Il était une fois dans l'Ouest,27/08/1969,,175,Sergio Leone, Splendor Films ,"Henry Fonda,Charles Bronson,Frank Wolff",Once Upon a Time in the West,"U.S.A.,Italie","Italien, Anglais",Long-métrage,1968,5 000 000 $,"4,0","4,5",5 articles de presse,,"Alors qu'il prépare une fête pour sa femme, Bet McBain est tué avec ses trois enfants. Jill McBain hérite alors des terres de son mari, terres que convoite Morton, le commanditaire du crime (celles-ci ont de la valeur maintenant que le chemin de fer doit y passer). Mais les soupçons se portent sur un aventurier, Cheyenne..."
Le Trou,18/03/1960,Thriller,132,Jacques Becker, Les Acacias ,"Michel Constantin,Jean Keraudy,Philippe Leroy",,"France,Italie",Français,Long-métrage,1960,-,"4,4",,82 Critiques Spectateurs,2 nominations,"Accusé de tentative de meurtre sur sa femme, Claude Gaspard est enfermé à la prison de la Santé. Ses quatre compagnons de cellule lui font part de leur désir d'évasion et creusent, avec une énergie farouche, un tunnel qui les mènera à la liberté. Leur plan aboutira-t-il ?"
Wall-E,30/07/2008,"Aventure,Science fiction,Famille",97,Andrew Stanton, The Walt Disney Company France ,"Ben Burtt,Elissa Knight,Jeff Garlin",WALL•E,,Anglais,Long-métrage,2008,180 000 000 $,"4,6","4,4",2463 Critiques Spectateurs,4 prix et 16 nominations,
Barry Lyndon,24/09/1976,Drame,187,Stanley Kubrick, Warner Bros. France ,"Ryan O'Neal,Marisa Berenson,Patrick Magee",,"Grande-Bretagne,U.S.A.","Anglais, Allemand",Long-métrage,1975,11 000 000 $,"5,0","4,4",7 articles de presse,6 prix et 9 nominations,"Au XVIIIe siècle en Irlande, à la mort de son père, le jeune Redmond Barry ambitionne de monter dans l'échelle sociale. Il élimine en duel son rival,un officier britannique amoureux de sa cousine mais est ensuite contraint à l'exil. Il s'engage dans l'armée britannique et part combattre sur le continent européen. Il déserte bientôt et rejoint l'armée prussienne des soldats de Frederic II afin d'échapper à la peine de mort. Envoyé en mission, il doit espionner un noble joueur, mène un double-jeu et se retrouve sous la protection de ce dernier. Introduit dans la haute société européenne, il parvient à devenir l'amant d'une riche et magnifique jeune femme, Lady Lyndon. Prenant connaissance de l'adultère, son vieil époux sombre dans la dépression et meurt de dépit. Redmond Barry épouse Lady Lyndon et devient Barry Lyndon..."
Edward aux mains d'argent,10/04/1991,"Comédie,Romance",105,Tim Burton, 20th Century Studios ,"Johnny Depp,Winona Ryder,Dianne Wiest",Edward Scissorhands,,Anglais,Long-métrage,1990,$20.000.000 dlls,"4,4","4,4",5 articles de presse,1 prix et 5 nominations,"Edward Scissorhands n'est pas un garçon ordinaire. Création d'un inventeur, il a reçu un cœur pour aimer, un cerveau pour comprendre. Mais son concepteur est mort avant d'avoir pu terminer son œuvre et Edward se retrouve avec des lames de métal et des instruments tranchants en guise de doigts."
Sueurs froides,30/01/1959,Drame,129,Alfred Hitchcock,"
4 nominations
","James Stewart,Kim Novak,Barbara Bel Geddes",Vertigo,,Anglais,Long-métrage,1958,2 479 000 $,"3,8","4,3",5 articles de presse,4 nominations,"Scottie est sujet au vertige, ce qui lui porte préjudice dans son métier de policier. Rendu responsable de la mort d'un de ses collègues, il décide de quitter la police. Une ancienne relation le contacte afin qu'il suive sa femme, possédée selon lui par l'esprit de son aïeule. Scottie s'éprend de la jeune femme et se trouve ballotté par des évènements qu'il ne peut contrôler."
Vivre,31/08/1966,,143,Akira Kurosawa, Carlotta Films ,"Takashi Shimura,Shin'ichi Himori,Haruo Tanaka",Ikiru,,Japonais,Long-métrage,1952,-,"4,4",,32 Critiques Spectateurs,,"Atteint d'un cancer, Watanabe, chef de service du génie civil, décide de réaliser le projet qu'il avait tout d'abord repoussé, celui d'assainir un terrain vague du quartier de Hureocho pour que les enfants puissent jouer dans un véritable jardin."
Mommy,08/10/2014,,139,Xavier Dolan, MK2 / Diaphana ,"Anne Dorval,Antoine-Olivier Pilon,Suzanne Clément",,,"Français, Anglais",Long-métrage,2014,-,"4,3","4,4",33 articles de presse,2 prix et 10 nominations,
Elephant Man,08/04/1981,Biopic,125,David Lynch, Carlotta Films ,"Anthony Hopkins,John Hurt,Anne Bancroft",The Elephant Man,,Anglais,Long-métrage,1980,5 000 000 $,"4,8","4,4",5 articles de presse,4 prix et 18 nominations,"Londres, 1884. Le chirurgien Frederick Treves découvre un homme complètement défiguré et difforme, devenu une attraction de foire. John Merrick, "" le monstre "", doit son nom de Elephant Man au terrible accident que subit sa mère. Alors enceinte de quelques mois, elle est renversée par un éléphant. Impressionné par de telles difformités, le Dr. Treves achète Merrick, l'arrachant ainsi à la violence de son propriétaire, et à l'humiliation quotidienne d'être mis en spectacle. Le chirurgien pense alors que "" le monstre "" est un idiot congénital. Il découvre rapidement en Merrick un homme meurtri, intelligent et doté d'une grande sensibilité."
Intouchables,02/11/2011,,112,Eric Toledano, Gaumont Distribution ,"François Cluzet,Omar Sy,Anne Le Ny",,,Français,Long-métrage,2011,9 500 000 €,"3,7","4,4",28 articles de presse,16 prix et 32 nominations,"A la suite d’un accident de parapente, Philippe, riche aristocrate, engage comme aide à domicile Driss, un jeune de banlieue tout juste sorti de prison. Bref la personne la moins adaptée pour le job. Ensemble ils vont faire cohabiter Vivaldi et Earth Wind and Fire, le verbe et la vanne, les costumes et les bas de survêtement... Deux univers vont se télescoper, s’apprivoiser, pour donner naissance à une amitié aussi dingue, drôle et forte qu’inattendue, une relation unique qui fera des étincelles et qui les rendra... Intouchables."
